"step","_step","_step__MIN","_step__MAX","q_time_value","q_time_value__MIN","q_time_value__MAX"
"87","174","174","174","0.2900785505771637","0.2900785505771637","0.2900785505771637"
"88","176","176","176","0.289587140083313","0.289587140083313","0.289587140083313"
"89","178","178","178","0.2883932888507843","0.2883932888507843","0.2883932888507843"
"90","180","180","180","0.2906506359577179","0.2906506359577179","0.2906506359577179"
"91","182","182","182","0.3148382604122162","0.3148382604122162","0.3148382604122162"
"92","184","184","184","0.28642261028289795","0.28642261028289795","0.28642261028289795"
"93","186","186","186","0.28674083948135376","0.28674083948135376","0.28674083948135376"
"94","188","188","188","0.38813573122024536","0.38813573122024536","0.38813573122024536"
"95","190","190","190","0.32879170775413513","0.32879170775413513","0.32879170775413513"
"96","192","192","192","0.2881140410900116","0.2881140410900116","0.2881140410900116"
"97","194","194","194","0.28858688473701477","0.28858688473701477","0.28858688473701477"
"98","196","196","196","0.2892163395881653","0.2892163395881653","0.2892163395881653"
"99","198","198","198","0.290036678314209","0.290036678314209","0.290036678314209"
"100","200","200","200","0.3054627478122711","0.3054627478122711","0.3054627478122711"
"101","202","202","202","0.32474932074546814","0.32474932074546814","0.32474932074546814"
"102","204","204","204","0.31694406270980835","0.31694406270980835","0.31694406270980835"
"103","206","206","206","0.32098743319511414","0.32098743319511414","0.32098743319511414"
"104","208","208","208","0.3200085163116455","0.3200085163116455","0.3200085163116455"
"105","210","210","210","0.3350326120853424","0.3350326120853424","0.3350326120853424"
"106","212","212","212","0.3198523223400116","0.3198523223400116","0.3198523223400116"
"107","214","214","214","0.31091612577438354","0.31091612577438354","0.31091612577438354"
"108","216","216","216","0.29563742876052856","0.29563742876052856","0.29563742876052856"
"109","218","218","218","0.320963054895401","0.320963054895401","0.320963054895401"
"110","220","220","220","0.325060099363327","0.325060099363327","0.325060099363327"
"111","222","222","222","0.31712839007377625","0.31712839007377625","0.31712839007377625"
"112","224","224","224","0.3154025673866272","0.3154025673866272","0.3154025673866272"
"113","226","226","226","0.32218271493911743","0.32218271493911743","0.32218271493911743"
"114","228","228","228","0.3090093731880188","0.3090093731880188","0.3090093731880188"
"115","230","230","230","0.31426918506622314","0.31426918506622314","0.31426918506622314"
"116","232","232","232","0.3294315040111542","0.3294315040111542","0.3294315040111542"
"117","234","234","234","0.3205949068069458","0.3205949068069458","0.3205949068069458"
"118","236","236","236","0.3192186951637268","0.3192186951637268","0.3192186951637268"
"119","238","238","238","0.335710734128952","0.335710734128952","0.335710734128952"
"120","240","240","240","0.40568098425865173","0.40568098425865173","0.40568098425865173"
"121","242","242","242","0.3347421884536743","0.3347421884536743","0.3347421884536743"
"122","244","244","244","0.3219243288040161","0.3219243288040161","0.3219243288040161"
"123","246","246","246","0.3083468973636627","0.3083468973636627","0.3083468973636627"
"124","248","248","248","0.3220125436782837","0.3220125436782837","0.3220125436782837"
"125","250","250","250","0.2896746098995209","0.2896746098995209","0.2896746098995209"
"126","252","252","252","0.31557944416999817","0.31557944416999817","0.31557944416999817"
"127","254","254","254","0.31609946489334106","0.31609946489334106","0.31609946489334106"
"128","256","256","256","0.30317509174346924","0.30317509174346924","0.30317509174346924"
"129","258","258","258","0.3043162524700165","0.3043162524700165","0.3043162524700165"
"130","260","260","260","0.3178562819957733","0.3178562819957733","0.3178562819957733"
"131","262","262","262","0.2959634065628052","0.2959634065628052","0.2959634065628052"
"132","264","264","264","0.31077754497528076","0.31077754497528076","0.31077754497528076"
"133","266","266","266","0.2904994785785675","0.2904994785785675","0.2904994785785675"
"134","268","268","268","0.30827653408050537","0.30827653408050537","0.30827653408050537"
"135","270","270","270","0.3168492615222931","0.3168492615222931","0.3168492615222931"
"136","272","272","272","0.3098949193954468","0.3098949193954468","0.3098949193954468"
"137","274","274","274","0.32204341888427734","0.32204341888427734","0.32204341888427734"
"138","276","276","276","0.30776503682136536","0.30776503682136536","0.30776503682136536"
"139","278","278","278","0.32690709829330444","0.32690709829330444","0.32690709829330444"
"140","280","280","280","0.3097198009490967","0.3097198009490967","0.3097198009490967"
"141","282","282","282","0.2950878143310547","0.2950878143310547","0.2950878143310547"
"142","284","284","284","0.33151572942733765","0.33151572942733765","0.33151572942733765"
"143","286","286","286","0.3068864941596985","0.3068864941596985","0.3068864941596985"
"144","288","288","288","0.3063989579677582","0.3063989579677582","0.3063989579677582"
"145","290","290","290","0.3235674500465393","0.3235674500465393","0.3235674500465393"
"146","292","292","292","0.36790719628334045","0.36790719628334045","0.36790719628334045"
"147","294","294","294","0.3689125180244446","0.3689125180244446","0.3689125180244446"
"148","296","296","296","0.32535281777381897","0.32535281777381897","0.32535281777381897"
"149","298","298","298","0.2942429482936859","0.2942429482936859","0.2942429482936859"
"150","300","300","300","0.3015492260456085","0.3015492260456085","0.3015492260456085"
"151","302","302","302","0.3072255253791809","0.3072255253791809","0.3072255253791809"
"152","304","304","304","0.3124936819076538","0.3124936819076538","0.3124936819076538"
"153","306","306","306","0.3081831932067871","0.3081831932067871","0.3081831932067871"
"154","308","308","308","0.3068007528781891","0.3068007528781891","0.3068007528781891"
"155","310","310","310","0.30721697211265564","0.30721697211265564","0.30721697211265564"
"156","312","312","312","0.3196597695350647","0.3196597695350647","0.3196597695350647"
"157","314","314","314","0.3077034056186676","0.3077034056186676","0.3077034056186676"
"158","316","316","316","0.29332008957862854","0.29332008957862854","0.29332008957862854"
"159","318","318","318","0.299856573343277","0.299856573343277","0.299856573343277"
"160","320","320","320","0.3195592761039734","0.3195592761039734","0.3195592761039734"
"161","322","322","322","0.3046051263809204","0.3046051263809204","0.3046051263809204"
"162","324","324","324","0.2925066351890564","0.2925066351890564","0.2925066351890564"
"163","326","326","326","0.3049613833427429","0.3049613833427429","0.3049613833427429"
"164","328","328","328","0.28931015729904175","0.28931015729904175","0.28931015729904175"
"165","330","330","330","0.30557069182395935","0.30557069182395935","0.30557069182395935"
"166","332","332","332","0.2993565499782562","0.2993565499782562","0.2993565499782562"
"167","334","334","334","0.31330570578575134","0.31330570578575134","0.31330570578575134"
"168","336","336","336","0.3079926371574402","0.3079926371574402","0.3079926371574402"
"169","338","338","338","0.3249998986721039","0.3249998986721039","0.3249998986721039"
"170","340","340","340","0.319068968296051","0.319068968296051","0.319068968296051"
"171","342","342","342","0.3031087815761566","0.3031087815761566","0.3031087815761566"
"172","344","344","344","0.3484804928302765","0.3484804928302765","0.3484804928302765"
"173","346","346","346","0.3534712493419647","0.3534712493419647","0.3534712493419647"
"174","348","348","348","0.35431942343711853","0.35431942343711853","0.35431942343711853"
"175","350","350","350","0.3014931380748749","0.3014931380748749","0.3014931380748749"
"176","352","352","352","0.31279104948043823","0.31279104948043823","0.31279104948043823"
"177","354","354","354","0.3242892622947693","0.3242892622947693","0.3242892622947693"
"178","356","356","356","0.30825260281562805","0.30825260281562805","0.30825260281562805"
"179","358","358","358","0.3088766932487488","0.3088766932487488","0.3088766932487488"
"180","360","360","360","0.31488755345344543","0.31488755345344543","0.31488755345344543"
"181","362","362","362","0.30941423773765564","0.30941423773765564","0.30941423773765564"
"182","364","364","364","0.31434595584869385","0.31434595584869385","0.31434595584869385"
"183","366","366","366","0.3138006031513214","0.3138006031513214","0.3138006031513214"
"184","368","368","368","0.30724984407424927","0.30724984407424927","0.30724984407424927"
"185","370","370","370","0.3256106972694397","0.3256106972694397","0.3256106972694397"
"186","372","372","372","0.3067316710948944","0.3067316710948944","0.3067316710948944"
"187","374","374","374","0.3121940791606903","0.3121940791606903","0.3121940791606903"
"188","376","376","376","0.32351231575012207","0.32351231575012207","0.32351231575012207"
"189","378","378","378","0.3010410964488983","0.3010410964488983","0.3010410964488983"
"190","380","380","380","0.30778390169143677","0.30778390169143677","0.30778390169143677"
"191","382","382","382","0.3175238370895386","0.3175238370895386","0.3175238370895386"
"192","384","384","384","0.3116442561149597","0.3116442561149597","0.3116442561149597"
"193","386","386","386","0.29703497886657715","0.29703497886657715","0.29703497886657715"
"194","388","388","388","0.2962457239627838","0.2962457239627838","0.2962457239627838"
"195","390","390","390","0.30848902463912964","0.30848902463912964","0.30848902463912964"
"196","392","392","392","0.3282202482223511","0.3282202482223511","0.3282202482223511"
"197","394","394","394","0.3298320174217224","0.3298320174217224","0.3298320174217224"
"198","396","396","396","0.324480265378952","0.324480265378952","0.324480265378952"
"199","398","398","398","0.35965782403945923","0.35965782403945923","0.35965782403945923"
"200","400","400","400","0.43066319823265076","0.43066319823265076","0.43066319823265076"
"201","402","402","402","0.3172394931316376","0.3172394931316376","0.3172394931316376"
"202","404","404","404","0.36534202098846436","0.36534202098846436","0.36534202098846436"
"203","406","406","406","0.3555278182029724","0.3555278182029724","0.3555278182029724"
"204","408","408","408","0.3424481451511383","0.3424481451511383","0.3424481451511383"
"205","410","410","410","0.35618463158607483","0.35618463158607483","0.35618463158607483"
"206","412","412","412","0.3440726697444916","0.3440726697444916","0.3440726697444916"
"207","414","414","414","0.3212854564189911","0.3212854564189911","0.3212854564189911"
"208","416","416","416","0.3528648912906647","0.3528648912906647","0.3528648912906647"
"209","418","418","418","0.33524075150489807","0.33524075150489807","0.33524075150489807"
"210","420","420","420","0.3733234703540802","0.3733234703540802","0.3733234703540802"
"211","422","422","422","0.3872081935405731","0.3872081935405731","0.3872081935405731"
"212","424","424","424","0.3627101182937622","0.3627101182937622","0.3627101182937622"
"213","426","426","426","0.35972848534584045","0.35972848534584045","0.35972848534584045"
"214","428","428","428","0.3500691056251526","0.3500691056251526","0.3500691056251526"
"215","430","430","430","0.36938852071762085","0.36938852071762085","0.36938852071762085"
"216","432","432","432","0.37230703234672546","0.37230703234672546","0.37230703234672546"
"217","434","434","434","0.37737998366355896","0.37737998366355896","0.37737998366355896"
"218","436","436","436","0.37462735176086426","0.37462735176086426","0.37462735176086426"
"219","438","438","438","0.3508877754211426","0.3508877754211426","0.3508877754211426"
"220","440","440","440","0.35611292719841003","0.35611292719841003","0.35611292719841003"
"221","442","442","442","0.3786731958389282","0.3786731958389282","0.3786731958389282"
"222","444","444","444","0.4522189199924469","0.4522189199924469","0.4522189199924469"
"223","446","446","446","0.33785080909729004","0.33785080909729004","0.33785080909729004"
"224","448","448","448","0.3352024555206299","0.3352024555206299","0.3352024555206299"
"225","450","450","450","0.35686537623405457","0.35686537623405457","0.35686537623405457"
"226","452","452","452","0.3452897071838379","0.3452897071838379","0.3452897071838379"
"227","454","454","454","0.3706413805484772","0.3706413805484772","0.3706413805484772"
"228","456","456","456","0.3856225907802582","0.3856225907802582","0.3856225907802582"
"229","458","458","458","0.32964783906936646","0.32964783906936646","0.32964783906936646"
"230","460","460","460","0.3681432902812958","0.3681432902812958","0.3681432902812958"
"231","462","462","462","0.35992321372032166","0.35992321372032166","0.35992321372032166"
"232","464","464","464","0.3724707365036011","0.3724707365036011","0.3724707365036011"
"233","466","466","466","0.3633926808834076","0.3633926808834076","0.3633926808834076"
"234","468","468","468","0.3688805401325226","0.3688805401325226","0.3688805401325226"
"235","470","470","470","0.3348385989665985","0.3348385989665985","0.3348385989665985"
"236","472","472","472","0.3690304160118103","0.3690304160118103","0.3690304160118103"
"237","474","474","474","0.35656699538230896","0.35656699538230896","0.35656699538230896"
"238","476","476","476","0.3594931960105896","0.3594931960105896","0.3594931960105896"
"239","478","478","478","0.3537031412124634","0.3537031412124634","0.3537031412124634"
"240","480","480","480","0.3499574661254883","0.3499574661254883","0.3499574661254883"
"241","482","482","482","0.3671552538871765","0.3671552538871765","0.3671552538871765"
"242","484","484","484","0.40069448947906494","0.40069448947906494","0.40069448947906494"
"243","486","486","486","0.4056437611579895","0.4056437611579895","0.4056437611579895"
"244","488","488","488","0.378493994474411","0.378493994474411","0.378493994474411"
"245","490","490","490","0.41522249579429626","0.41522249579429626","0.41522249579429626"
"246","492","492","492","0.4158294200897217","0.4158294200897217","0.4158294200897217"
"247","494","494","494","0.3771490156650543","0.3771490156650543","0.3771490156650543"
"248","496","496","496","0.3813254237174988","0.3813254237174988","0.3813254237174988"
"249","498","498","498","0.4061482846736908","0.4061482846736908","0.4061482846736908"
"250","500","500","500","0.33214789628982544","0.33214789628982544","0.33214789628982544"
"251","502","502","502","0.34346696734428406","0.34346696734428406","0.34346696734428406"
"252","504","504","504","0.3576751947402954","0.3576751947402954","0.3576751947402954"
"253","506","506","506","0.36083510518074036","0.36083510518074036","0.36083510518074036"
"254","508","508","508","0.34876295924186707","0.34876295924186707","0.34876295924186707"
"255","510","510","510","0.3610428273677826","0.3610428273677826","0.3610428273677826"
"256","512","512","512","0.3663609027862549","0.3663609027862549","0.3663609027862549"
"257","514","514","514","0.40189921855926514","0.40189921855926514","0.40189921855926514"
"258","516","516","516","0.34963613748550415","0.34963613748550415","0.34963613748550415"
"259","518","518","518","0.39265957474708557","0.39265957474708557","0.39265957474708557"
"260","520","520","520","0.33022305369377136","0.33022305369377136","0.33022305369377136"
"261","522","522","522","0.4015146791934967","0.4015146791934967","0.4015146791934967"
"262","524","524","524","0.33796897530555725","0.33796897530555725","0.33796897530555725"
"263","526","526","526","0.3886708915233612","0.3886708915233612","0.3886708915233612"
"264","528","528","528","0.3648737668991089","0.3648737668991089","0.3648737668991089"
"265","530","530","530","0.37133944034576416","0.37133944034576416","0.37133944034576416"
"266","532","532","532","0.41696181893348694","0.41696181893348694","0.41696181893348694"
"267","534","534","534","0.3347846567630768","0.3347846567630768","0.3347846567630768"
"268","536","536","536","0.41489604115486145","0.41489604115486145","0.41489604115486145"
"269","538","538","538","0.3681895136833191","0.3681895136833191","0.3681895136833191"
"270","540","540","540","0.3697289228439331","0.3697289228439331","0.3697289228439331"
"271","542","542","542","0.3378291428089142","0.3378291428089142","0.3378291428089142"
"272","544","544","544","0.3475014865398407","0.3475014865398407","0.3475014865398407"
"273","546","546","546","0.36052998900413513","0.36052998900413513","0.36052998900413513"
"274","548","548","548","0.3756800591945648","0.3756800591945648","0.3756800591945648"
"275","550","550","550","0.4015509784221649","0.4015509784221649","0.4015509784221649"
"276","552","552","552","0.3342858850955963","0.3342858850955963","0.3342858850955963"
"277","554","554","554","0.3356040418148041","0.3356040418148041","0.3356040418148041"
"278","556","556","556","0.36931124329566956","0.36931124329566956","0.36931124329566956"
"279","558","558","558","0.38476529717445374","0.38476529717445374","0.38476529717445374"
"280","560","560","560","0.35472816228866577","0.35472816228866577","0.35472816228866577"
"281","562","562","562","0.35589683055877686","0.35589683055877686","0.35589683055877686"
"282","564","564","564","0.411071240901947","0.411071240901947","0.411071240901947"
"283","566","566","566","0.3984139859676361","0.3984139859676361","0.3984139859676361"
"284","568","568","568","0.37500786781311035","0.37500786781311035","0.37500786781311035"
"285","570","570","570","0.3301101624965668","0.3301101624965668","0.3301101624965668"
"286","572","572","572","0.40881210565567017","0.40881210565567017","0.40881210565567017"
"287","574","574","574","0.39104047417640686","0.39104047417640686","0.39104047417640686"
"288","576","576","576","0.3579975962638855","0.3579975962638855","0.3579975962638855"
"289","578","578","578","0.34992197155952454","0.34992197155952454","0.34992197155952454"
"290","580","580","580","0.33232560753822327","0.33232560753822327","0.33232560753822327"
"291","582","582","582","0.3993425965309143","0.3993425965309143","0.3993425965309143"
"292","584","584","584","0.3492830693721771","0.3492830693721771","0.3492830693721771"
"293","586","586","586","0.32641708850860596","0.32641708850860596","0.32641708850860596"
"294","588","588","588","0.37519118189811707","0.37519118189811707","0.37519118189811707"
"295","590","590","590","0.3501780331134796","0.3501780331134796","0.3501780331134796"
"296","592","592","592","0.36848166584968567","0.36848166584968567","0.36848166584968567"
"297","594","594","594","0.3683984577655792","0.3683984577655792","0.3683984577655792"
"298","596","596","596","0.3596348464488983","0.3596348464488983","0.3596348464488983"
"299","598","598","598","0.3498266041278839","0.3498266041278839","0.3498266041278839"
"300","600","600","600","0.39990222454071045","0.39990222454071045","0.39990222454071045"
"301","602","602","602","0.46083059906959534","0.46083059906959534","0.46083059906959534"
"302","604","604","604","0.5984203219413757","0.5984203219413757","0.5984203219413757"
"303","606","606","606","0.6736230850219727","0.6736230850219727","0.6736230850219727"
"304","608","608","608","0.37416788935661316","0.37416788935661316","0.37416788935661316"
"305","610","610","610","0.6484635472297668","0.6484635472297668","0.6484635472297668"
"306","612","612","612","0.4749351441860199","0.4749351441860199","0.4749351441860199"
"307","614","614","614","0.5754725337028503","0.5754725337028503","0.5754725337028503"
"308","616","616","616","0.6842570304870605","0.6842570304870605","0.6842570304870605"
"309","618","618","618","0.652112603187561","0.652112603187561","0.652112603187561"
"310","620","620","620","0.6094987392425537","0.6094987392425537","0.6094987392425537"
"311","622","622","622","0.5983996987342834","0.5983996987342834","0.5983996987342834"
"312","624","624","624","0.4453135132789612","0.4453135132789612","0.4453135132789612"
"313","626","626","626","0.47587984800338745","0.47587984800338745","0.47587984800338745"
"314","628","628","628","0.614213228225708","0.614213228225708","0.614213228225708"
"315","630","630","630","0.6815091967582703","0.6815091967582703","0.6815091967582703"
"316","632","632","632","0.4761909246444702","0.4761909246444702","0.4761909246444702"
"317","634","634","634","0.514779269695282","0.514779269695282","0.514779269695282"
"318","636","636","636","0.5187655091285706","0.5187655091285706","0.5187655091285706"
"319","638","638","638","0.5445369482040405","0.5445369482040405","0.5445369482040405"
"320","640","640","640","0.37480953335762024","0.37480953335762024","0.37480953335762024"
"321","642","642","642","0.6745402216911316","0.6745402216911316","0.6745402216911316"
"322","644","644","644","0.48423686623573303","0.48423686623573303","0.48423686623573303"
"323","646","646","646","0.46227824687957764","0.46227824687957764","0.46227824687957764"
"324","648","648","648","0.4406324028968811","0.4406324028968811","0.4406324028968811"
"325","650","650","650","0.7094922065734863","0.7094922065734863","0.7094922065734863"
"326","652","652","652","0.6574364900588989","0.6574364900588989","0.6574364900588989"
"327","654","654","654","0.42332008481025696","0.42332008481025696","0.42332008481025696"
"328","656","656","656","0.619559645652771","0.619559645652771","0.619559645652771"
"329","658","658","658","0.4605672061443329","0.4605672061443329","0.4605672061443329"
"330","660","660","660","0.6025058031082153","0.6025058031082153","0.6025058031082153"
"331","662","662","662","0.6662869453430176","0.6662869453430176","0.6662869453430176"
"332","664","664","664","0.517549991607666","0.517549991607666","0.517549991607666"
"333","666","666","666","0.6322422027587891","0.6322422027587891","0.6322422027587891"
"334","668","668","668","0.6515510678291321","0.6515510678291321","0.6515510678291321"
"335","670","670","670","0.4436609447002411","0.4436609447002411","0.4436609447002411"
"336","672","672","672","0.5175074338912964","0.5175074338912964","0.5175074338912964"
"337","674","674","674","0.576630711555481","0.576630711555481","0.576630711555481"
"338","676","676","676","0.46325740218162537","0.46325740218162537","0.46325740218162537"
"339","678","678","678","0.5586053133010864","0.5586053133010864","0.5586053133010864"
"340","680","680","680","0.4639223515987396","0.4639223515987396","0.4639223515987396"
"341","682","682","682","0.581570029258728","0.581570029258728","0.581570029258728"
"342","684","684","684","0.65633225440979","0.65633225440979","0.65633225440979"
"343","686","686","686","0.5375113487243652","0.5375113487243652","0.5375113487243652"
"344","688","688","688","0.49165284633636475","0.49165284633636475","0.49165284633636475"
"345","690","690","690","0.6950559020042419","0.6950559020042419","0.6950559020042419"
"346","692","692","692","0.4142138361930847","0.4142138361930847","0.4142138361930847"
"347","694","694","694","0.4046376347541809","0.4046376347541809","0.4046376347541809"
"348","696","696","696","0.48325997591018677","0.48325997591018677","0.48325997591018677"
"349","698","698","698","0.6316547989845276","0.6316547989845276","0.6316547989845276"
"350","700","700","700","0.6250360012054443","0.6250360012054443","0.6250360012054443"
"351","702","702","702","0.5468535423278809","0.5468535423278809","0.5468535423278809"
"352","704","704","704","0.4911692440509796","0.4911692440509796","0.4911692440509796"
"353","706","706","706","0.5844607353210449","0.5844607353210449","0.5844607353210449"
"354","708","708","708","0.45143750309944153","0.45143750309944153","0.45143750309944153"
"355","710","710","710","0.5800983905792236","0.5800983905792236","0.5800983905792236"
"356","712","712","712","0.525688648223877","0.525688648223877","0.525688648223877"
"357","714","714","714","0.4003865718841553","0.4003865718841553","0.4003865718841553"
"358","716","716","716","0.44674646854400635","0.44674646854400635","0.44674646854400635"
"359","718","718","718","0.6365242004394531","0.6365242004394531","0.6365242004394531"
"360","720","720","720","0.618161141872406","0.618161141872406","0.618161141872406"
"361","722","722","722","0.4305395781993866","0.4305395781993866","0.4305395781993866"
"362","724","724","724","0.547726035118103","0.547726035118103","0.547726035118103"
"363","726","726","726","0.6279561519622803","0.6279561519622803","0.6279561519622803"
"364","728","728","728","0.4611634910106659","0.4611634910106659","0.4611634910106659"
"365","730","730","730","0.5795764327049255","0.5795764327049255","0.5795764327049255"
"366","732","732","732","0.5783989429473877","0.5783989429473877","0.5783989429473877"
"367","734","734","734","0.5237293243408203","0.5237293243408203","0.5237293243408203"
"368","736","736","736","0.5229415893554688","0.5229415893554688","0.5229415893554688"
"369","738","738","738","0.5452799797058105","0.5452799797058105","0.5452799797058105"
"370","740","740","740","0.47769486904144287","0.47769486904144287","0.47769486904144287"
"371","742","742","742","0.6507037281990051","0.6507037281990051","0.6507037281990051"
"372","744","744","744","0.5528600215911865","0.5528600215911865","0.5528600215911865"
"373","746","746","746","0.46902701258659363","0.46902701258659363","0.46902701258659363"
"374","748","748","748","0.5587670803070068","0.5587670803070068","0.5587670803070068"
"375","750","750","750","0.618384599685669","0.618384599685669","0.618384599685669"
"376","752","752","752","0.42651474475860596","0.42651474475860596","0.42651474475860596"
